"intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","is.nocturnal","is.nocturnal_source","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2","experienced_var_mean","experienced_var_max","sd_cumulative","ARR","std.error","statistic","p.value","conf.low","conf.high"
1567,"Lithobates sylvaticus","Lithobates","sylvaticus","Chordata","Amphibia","Anura","Ranidae",NA,"Manis, M. L., and D. L. Claussen. 1986. Environmental and genetic influences on the thermal physiology of Rana sylvatica. Journal of Thermal Biology 11:31-36.","Rohr","Lithobates sylvaticus_42.75_-83.217",15,42.75,-83.217,"extracted","Rana","sylvaticus","Michigan, USA",10,34.5,"tmax",0.5,"SD",9,"critical","Onset of spasms","0.8",NA,NA,NA,NA,262,"Adult",NA,NA,NA,"Terrestrial","10","days",NA,"365","1-2.7 years (amphibio)","365","1-2.7 years (amphibio)","Y","0-1","cannot disperse more than 2km - ""Although the migration distance of any individual adult frog+ or dispersal of juvenile frogs+ in a single event would not likely cover the smallest pairwise distance between ponds in this study (1.9 km)"" (https://doi.org/10.1007/s10592-015-0757-6)",NA,8.3,"SVL - amphibio+ 6 from (Prairie Research Institute. Lithobates sylvaticus. Illinois Natural History Survey+ available at : [http://wwx.inhs.illinois.edu/collections/herps/data/ilspecies/ra_sylvati/]\",NA,NA,NA,NA,NA,"Winter","frogs seek out terrestrial locations with ample cover to hibernate (https://animaldiversity.org/accounts/Lithobates_sylvaticus/)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","0.0000836","83.6m2 (https://animaldiversity.org/accounts/Lithobates_sylvaticus/)",1898,"5.2 years max (amphibio)",NA,"N","AmphiBIO","N",NA,NA,0.875,0.125,"","",NA,NA,NA,0.62,1.28171759760097,0.483725901212929,0.713174925205855,-15.6657662090759,16.9057662090759
1576,"Lithobates sylvaticus","Lithobates","sylvaticus","Chordata","Amphibia","Anura","Ranidae",NA,"Brattstrom, B. H. 1963. A preliminary review of the thermal requirements of amphibians. Ecology 44:238-255.","Rohr","Lithobates sylvaticus_47.165_-95.197",18,47.165,-95.197,"","Rana","sylvaticus","Itasca State Park, Minnesota",NA,34.8,"tmax",NA,NA,8,"critical","Loss of righting response",NA,NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial",NA,"days",NA,"365","1-2.7 years (amphibio)","365","1-2.7 years (amphibio)","Y","0-1","cannot disperse more than 2km - ""Although the migration distance of any individual adult frog+ or dispersal of juvenile frogs+ in a single event would not likely cover the smallest pairwise distance between ponds in this study (1.9 km)"" (https://doi.org/10.1007/s10592-015-0757-6)",NA,8.3,"SVL - amphibio+ 6 from (Prairie Research Institute. Lithobates sylvaticus. Illinois Natural History Survey+ available at : [http://wwx.inhs.illinois.edu/collections/herps/data/ilspecies/ra_sylvati/]\",NA,NA,NA,NA,NA,"Winter","frogs seek out terrestrial locations with ample cover to hibernate (https://animaldiversity.org/accounts/Lithobates_sylvaticus/)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","0.0000836","83.6m2 (https://animaldiversity.org/accounts/Lithobates_sylvaticus/)",1898,"5.2 years max (amphibio)",NA,"N","AmphiBIO","N",NA,NA,0.875,0.125,"","",NA,NA,NA,0.0415961305925028,0.0101110253738171,4.11393790982048,0.054316750841586,-0.00190810033271723,0.0851003615177229
1580,"Lithobates sylvaticus","Lithobates","sylvaticus","Chordata","Amphibia","Anura","Ranidae","Nikki","Brattstrom_1968","Rohr","Lithobates sylvaticus_52_-121.587",5,52,-121.587,"","Rana","sylvaticus","Clinton, British Columbia",17.5,30.3,"tmax",NA,NA,10,"critical","Loss of righting response","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","2-3w","weeks",NA,"365","1-2.7 years (amphibio)","365","1-2.7 years (amphibio)","Y","0-1","cannot disperse more than 2km - ""Although the migration distance of any individual adult frog+ or dispersal of juvenile frogs+ in a single event would not likely cover the smallest pairwise distance between ponds in this study (1.9 km)"" (https://doi.org/10.1007/s10592-015-0757-6)",NA,8.3,"SVL - amphibio+ 6 from (Prairie Research Institute. Lithobates sylvaticus. Illinois Natural History Survey+ available at : [http://wwx.inhs.illinois.edu/collections/herps/data/ilspecies/ra_sylvati/]\",NA,NA,NA,NA,NA,"Winter","frogs seek out terrestrial locations with ample cover to hibernate (https://animaldiversity.org/accounts/Lithobates_sylvaticus/)","non-migratory","taxa",NA,NA,NA,"Micky/Nikki","0.0000836","83.6m2 (https://animaldiversity.org/accounts/Lithobates_sylvaticus/)",1898,"5.2 years max (amphibio)",NA,"N","AmphiBIO","N",NA,NA,0.875,0.125,"","",NA,NA,NA,0.134468937875751,0.00971892236711969,13.8357868080803,0.0459326746906125,0.0109783204641406,0.257959555287361
1598,"Litoria ewingii","Litoria","ewingii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria ewingii_-38_142.518",5,-38,142.518,"","Hyla","ewingii","Grampians, Victoria",12,33.6,"tmax",NA,NA,8,"critical","onset_of_spasm","1",NA,NA,NA,"Spring",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,"unk",NA,"unk",NA,NA,"0-1","populations isolated genetically when 6km away (https://doi.org/10.1071/ZO15017)",NA,5,"SVL - amphibio",NA,NA,NA,NA,NA,"Winter","torpid state during the winter (https://www.ingentaconnect.com/content/cryo/cryo/2007/00000028/00000005/art00004#)","non-migratory","taxa",NA,NA,NA,"Nikki","unk",NA,NA,NA,NA,"N","AmphiBIO","Y",NA,NA,0.458,0.625,"","",NA,NA,NA,0.0924999999999998,0.100778221853732,0.917857035960139,0.455587932895252,-0.341113691358257,0.526113691358257
1616,"Litoria fallax","Litoria","fallax","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria fallax_-34_151.342",5,-34,151.342,"","Hyla","fallax","Gosford, New South Wales",12,35.9,"tmax",NA,NA,73,"critical","onset_of_spasm","1",NA,NA,NA,"Spring",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,"unk",NA,"unk",NA,"Y","0-1","closely related and same sized Wallam sedge frog thought to disperse ~500 m http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1821",NA,3,"for females+ under synonym Littoria fallax https://www.inaturalist.org/taxa/23656-Litoria-fallax",NA,NA,NA,NA,NA,"none","no descriptions mention dormancy for any treefrog","non-migratory","taxa",NA,NA,NA,"ALH","unk",NA,NA,"no data for this species but it is mid sized so could assume it is mid-lifespand. ""The lifespan of tree frogs varies among species. Some of them are long-lived+ such as the Australian green tree frog (Litoria caerulea)+ which is often kept in captivity for upward of 15 years. Species with lifespans of less than three years are considered short-lived."" - nwf.org national wildlife Federation (1100 to 5400)",NA,"Y","AmphiBIO","Y",NA,NA,NA,NA,"","",NA,NA,3.57391064097725,0.108461538461538,0.056418632827972,1.92244180734142,0.126914271181211,-0.0481816984956362,0.265104775418713
1622,"Litoria fallax","Litoria","fallax","Chordata","Amphibia","Anura","Pelodryadidae",NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.","Rohr","Litoria fallax_-27.553_153.056",15,-27.553,153.056,"","Hyla","glauerti","Brisbane, Queensland",7,35,"tmax",NA,NA,75,"critical","Onset of spasms","0.3",NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial","7","days",NA,"unk",NA,"365","1 year+ 2 male frogs (https://doi.org/10.1093/conphys/coy043)",NA,"0-1","found patch isolation of 5km (https://doi.org/10.1007/s00442-014-3157-6) and breeding migration only a few hundred meters (https://research-repository.griffith.edu.au/bitstream/handle/10072/44606/73708_1.pdf?sequence=1)",NA,2.5,"SVL - amphibio",NA,NA,NA,NA,NA,"none","non-burrowing (https://doi.org/10.1007/s00442-005-0177-2)","non-migratory","taxa",NA,NA,NA,"Nikki","unk","""often encountered in dry eucalypt forest hundreds of metres from suitable breeding habitat"" (https://research-repository.griffith.edu.au/bitstream/handle/10072/44606/73708_1.pdf?sequence=1)",NA,NA,NA,"Y","AmphiBIO","Y",NA,NA,NA,NA,"","",NA,NA,NA,0.0299999999999994,NA,NA,NA,NA,NA
1624,"Litoria fallax","Litoria","fallax","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria fallax_-20_146.818",10,-20,146.818,"","Hyla","fallax","Townsville, Queensland",12,40.3,"tmax",NA,NA,12,"critical","onset_of_spasm","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,"unk",NA,"unk",NA,"Y","0-1","closely related and same sized Wallam sedge frog thought to disperse ~500 m http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1821",NA,3,"for females+ under synonym Littoria fallax https://www.inaturalist.org/taxa/23656-Litoria-fallax",NA,NA,NA,NA,NA,"none","no descriptions mention dormancy for any treefrog","non-migratory","taxa",NA,NA,NA,"ALH","unk",NA,NA,"no data for this species but it is mid sized so could assume it is mid-lifespand. ""The lifespan of tree frogs varies among species. Some of them are long-lived+ such as the Australian green tree frog (Litoria caerulea)+ which is often kept in captivity for upward of 15 years. Species with lifespans of less than three years are considered short-lived."" - nwf.org national wildlife Federation (1100 to 5400)",NA,"Y","AmphiBIO","Y",NA,NA,NA,NA,"","",NA,NA,3.92122766165912,0.0225000000000005,0.0410030486671415,0.54873968476474,0.638259458023827,-0.153921879275726,0.198921879275727
1628,"Litoria fallax","Litoria","fallax","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria fallax_-18_145.924",10,-18,145.924,"","Hyla","fallax","Tully, Queensland",12,38.9,"tmax",NA,NA,27,"critical","onset_of_spasm","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,"unk",NA,"unk",NA,"Y","0-1","closely related and same sized Wallam sedge frog thought to disperse ~500 m http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1821",NA,3,"for females+ under synonym Littoria fallax https://www.inaturalist.org/taxa/23656-Litoria-fallax",NA,NA,NA,NA,NA,"none","no descriptions mention dormancy for any treefrog","non-migratory","taxa",NA,NA,NA,"ALH","unk",NA,NA,"no data for this species but it is mid sized so could assume it is mid-lifespand. ""The lifespan of tree frogs varies among species. Some of them are long-lived+ such as the Australian green tree frog (Litoria caerulea)+ which is often kept in captivity for upward of 15 years. Species with lifespans of less than three years are considered short-lived."" - nwf.org national wildlife Federation (1100 to 5400)",NA,"Y","AmphiBIO","Y",NA,NA,NA,NA,"","",NA,NA,3.57391064097725,0.1725,0.0350891721190452,4.91604644916582,0.0389748441661419,0.0215234777973418,0.323476522202659
1636,"Litoria peronii","Litoria","peronii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria peronii_-34_151.342",5,-34,151.342,"","Hyla","peroni","Gosford, New South Wales",12,35.6,"tmax",NA,NA,38,"critical","onset_of_spasm","1",NA,NA,NA,"Spring",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,"unk",NA,"unk",NA,NA,"0-1","""often found a long distance from water"" (IUCN Redlist) and known to disperse at least 500m (https://doi.org/10.1111/j.1365-2656.2006.01096.x)",NA,5.57,"SVL - amphibio",NA,NA,NA,NA,NA,"none","non-burrowing - table 1 (https://doi.org/10.1046/j.1365-2435.2001.00495.x)","non-migratory","taxa",NA,NA,NA,"Nikki","unk",NA,NA,NA,NA,"Y","AmphiBIO","Y",NA,NA,NA,NA,"","",NA,NA,3.57391064097725,0.20047619047619,0.103785128923361,1.93164659095071,0.148925640667569,-0.129814409609354,0.530766790561735
1641,"Litoria peronii","Litoria","peronii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria peronii_-31_151.667",5,-31,151.667,"","Hyla","peroni","Armidale, New South Wales",12,35.5,"tmax",NA,NA,4,"critical","onset_of_spasm","1",NA,NA,NA,"Spring",731.52,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,"unk",NA,"unk",NA,NA,"0-1","""often found a long distance from water"" (IUCN Redlist) and known to disperse at least 500m (https://doi.org/10.1111/j.1365-2656.2006.01096.x)",NA,5.57,"SVL - amphibio",NA,NA,NA,NA,NA,"none","non-burrowing - table 1 (https://doi.org/10.1046/j.1365-2435.2001.00495.x)","non-migratory","taxa",NA,NA,NA,"Nikki","unk",NA,NA,NA,NA,"Y","AmphiBIO","Y",NA,NA,NA,NA,"","",NA,NA,12.4836331665111,0.135,0.0728868986855661,1.85218471953911,0.205194507297222,-0.178607013592423,0.448607013592424
1646,"Litoria rothii","Litoria","rothii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria rothii_-21_148.246",10,-21,148.246,"","Hyla","rothi","Bowen, Queensland",12,37.5,"tmax",NA,NA,9,"critical","onset_of_spasm","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,"65","wikipedia 'adpoles take a maximum of 65 days to metamorphose'","65","wikipedia 'adpoles take a maximum of 65 days to metamorphose'","Y","0-1","closely related and same sized Wallam sedge frog thought to disperse ~500 m http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1821",NA,5.5,"SVL - amphibio",NA,NA,NA,NA,NA,"none","non-burrowing (https://doi.org/10.1007/s00442-005-0177-2)","non-migratory","taxa",NA,NA,NA,"Nikki","unk",NA,NA,"no data for this species but it is mid sized so could assume it is mid-lifespand. ""The lifespan of tree frogs varies among species. Some of them are long-lived+ such as the Australian green tree frog (Litoria caerulea)+ which is often kept in captivity for upward of 15 years. Species with lifespans of less than three years are considered short-lived."" - nwf.org national wildlife Federation",NA,"N","AmphiBIO","Y",NA,NA,NA,NA,"","",NA,NA,4.25763596841771,0.1275,0.0410030486671417,3.10952488033344,0.0897210115076089,-0.0489218792757271,0.303921879275727
1650,"Litoria rothii","Litoria","rothii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria rothii_-18_145.924",10,-18,145.924,"","Hyla","rothi","Tully, Queensland",12,34.5,"tmax",NA,NA,25,"critical","onset_of_spasm","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,"65","wikipedia 'adpoles take a maximum of 65 days to metamorphose'","65","wikipedia 'adpoles take a maximum of 65 days to metamorphose'","Y","0-1","closely related and same sized Wallam sedge frog thought to disperse ~500 m http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1821",NA,5.5,"SVL - amphibio",NA,NA,NA,NA,NA,"none","non-burrowing (https://doi.org/10.1007/s00442-005-0177-2)","non-migratory","taxa",NA,NA,NA,"Nikki","unk",NA,NA,"no data for this species but it is mid sized so could assume it is mid-lifespand. ""The lifespan of tree frogs varies among species. Some of them are long-lived+ such as the Australian green tree frog (Litoria caerulea)+ which is often kept in captivity for upward of 15 years. Species with lifespans of less than three years are considered short-lived."" - nwf.org national wildlife Federation",NA,"N","AmphiBIO","Y",NA,NA,NA,NA,"","",NA,NA,3.57391064097725,0.3275,0.0673145600891815,4.86521786023874,0.0397453009232254,0.0378688242803989,0.617131175719601
1656,"Litoria rubella","Litoria","rubella","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria rubella_-21_148.246",10,-21,148.246,"","Hyla","rubella","Bowen, Queensland",12,37.6,"tmax",NA,NA,24,"critical","onset_of_spasm","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,"365","study classified adults as more than 1 year (https://doi.org/10.1002/rra.1347)","365","study classified adults as more than 1 year (https://doi.org/10.1002/rra.1347)","Y","unk",NA,NA,3.5,"SVL - amphibio",NA,NA,NA,NA,NA,"none","non-burrowing (https://doi.org/10.1007/s00442-005-0177-2) but avoids extreme temperatures by sheltering beneath stones+ bark+ logs+ buildings etc (amphibiaweb)","non-migratory","taxa",NA,NA,NA,"Nikki","unk",NA,NA,NA,NA,"N","AmphiBIO","Y",NA,NA,NA,NA,"","",NA,NA,11.4451905446902,0.165,0.0506211418282915,3.25950766894365,0.0826252091128851,-0.0528051940705329,0.382805194070533
1660,"Litoria rubella","Litoria","rubella","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria rubella_-20_146.818",10,-20,146.818,"","Hyla","rubella","Townsville, Queensland",12,37.6,"tmax",NA,NA,18,"critical","onset_of_spasm","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,"365","study classified adults as more than 1 year (https://doi.org/10.1002/rra.1347)","365","study classified adults as more than 1 year (https://doi.org/10.1002/rra.1347)","Y","unk",NA,NA,3.5,"SVL - amphibio",NA,NA,NA,NA,NA,"none","non-burrowing (https://doi.org/10.1007/s00442-005-0177-2) but avoids extreme temperatures by sheltering beneath stones+ bark+ logs+ buildings etc (amphibiaweb)","non-migratory","taxa",NA,NA,NA,"Nikki","unk",NA,NA,NA,NA,"N","AmphiBIO","Y",NA,NA,NA,NA,"","",NA,NA,10.9739543384766,0.167499999999999,0.0585768725693003,2.85949031850132,0.103633810031469,-0.0845359406604869,0.419535940660486
1665,"Litoria rubella","Litoria","rubella","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria rubella_-18_145.924",10,-18,145.924,"","Hyla","rubella","Tully, Queensland",12,37.3,"tmax",NA,NA,37,"critical","onset_of_spasm","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,"365","study classified adults as more than 1 year (https://doi.org/10.1002/rra.1347)","365","study classified adults as more than 1 year (https://doi.org/10.1002/rra.1347)","Y","unk",NA,NA,3.5,"SVL - amphibio",NA,NA,NA,NA,NA,"none","non-burrowing (https://doi.org/10.1007/s00442-005-0177-2) but avoids extreme temperatures by sheltering beneath stones+ bark+ logs+ buildings etc (amphibiaweb)","non-migratory","taxa",NA,NA,NA,"Nikki","unk",NA,NA,NA,NA,"N","AmphiBIO","Y",NA,NA,NA,NA,"","",NA,NA,3.57391064097725,0.1275,0.0436606229914323,2.92025150500074,0.0999844286616418,-0.0603564986966484,0.315356498696648
1671,"Litoria verreauxii","Litoria","verreauxii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria verreauxii_-38_146.267",5,-38,146.267,"","Hyla","verreauxii","Mt. Baw Baw, Victoria",12,29,"tmax",NA,NA,4,"critical","Loss of righting response","1",NA,NA,NA,"Summer",926.64,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,"730","2 years in subspecies (https://doi.org/10.1098/rsob.150251)","730","2 years in subspecies (https://doi.org/10.1098/rsob.150251)","Y","0-1","known to disperse at least 500m (https://doi.org/10.1111/j.1365-2656.2006.01096.x)",NA,3,"SVL - amphibio",NA,NA,NA,NA,NA,"none","in non-breeding seasons are found found amongst litter+ under logs+ beneath flat stones in streambeds or in rocky areas near streams (IUCN Redlist)","non-migratory","taxa",NA,NA,NA,"Nikki","unk",NA,2555,"up to 7 years in subspecies (https://doi.org/10.1016/j.biocon.2019.05.032)",NA,"Y","AmphiBIO","Y",NA,NA,NA,NA,"","",10.8138503016595,11.7437432856819,10.8167845367836,0.1775,0.0910013736160064,1.95052000807139,0.190406629818241,-0.214047308599861,0.569047308599861
1675,"Litoria verreauxii","Litoria","verreauxii","Chordata","Amphibia","Anura","Pelodryadidae","Nikki","Brattstrom_1970","Rohr","Litoria verreauxii_-37_148.264",5,-37,148.264,"","Hyla","verreauxii","Mt. Kosciuszko, New South Wales",12,29.6,"tmax",NA,NA,36,"critical","Loss of righting response","1",NA,NA,NA,"Summer",1981.2,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,"730","2 years in subspecies (https://doi.org/10.1098/rsob.150251)","730","2 years in subspecies (https://doi.org/10.1098/rsob.150251)","Y","0-1","known to disperse at least 500m (https://doi.org/10.1111/j.1365-2656.2006.01096.x)",NA,3,"SVL - amphibio",NA,NA,NA,NA,NA,"none","in non-breeding seasons are found found amongst litter+ under logs+ beneath flat stones in streambeds or in rocky areas near streams (IUCN Redlist)","non-migratory","taxa",NA,NA,NA,"Nikki","unk",NA,2555,"up to 7 years in subspecies (https://doi.org/10.1016/j.biocon.2019.05.032)",NA,"Y","AmphiBIO","Y",NA,NA,NA,NA,"","",4.62807899988946,5.42734487430184,4.67533975008024,0.175,0.0605185921845509,2.8916733467021,0.101677745906146,-0.0853904858634527,0.435390485863452
1850,"Notophthalmus viridescens","Notophthalmus","viridescens","Chordata","Amphibia","Caudata","Salamandridae",NA,"Zweifel, R. G. 1957. Studies on the critical thermal maxima of salamanders. Ecology 38:64-69.","Rohr","Notophthalmus viridescens_37.375_-80.523",5,37.375,-80.523,"","Diemictylus","viridescens","Mountain Lake Biological Station, University of Virginia",6,34.5,"tmax",NA,NA,1,"critical","Swimming movements became spasmodic",NA,NA,NA,NA,NA,NA,"Adult",NA,NA,NA,"Terrestrial","6","days",NA,"182.5","0.5-5.5 years (amphibio)","182.5","0.5-5.5 years (amphibio)","Y","0-1","10.6m mean dispersal after 12-28 months (Healy 1975. Terrestrial Activity and Home Range in Efts of Notophthalmus viridescens. American Midland Naturalist)",NA,14,"TL - amphibio",NA,NA,NA,NA,NA,"Summer and Winter","winter is spent underground+ aestivation during dry season (ADW and amphibiaweb)","non-migratory","taxa","none",NA,NA,"Nikki","0.00027","based on Healy 1975: 270m2 (Healy 1975. Terrestrial Activity and Home Range in Efts of Notophthalmus viridescens. American Midland Naturalist)",5475,"25 years max (amphibio) - min-max 1095--5475 AmphibiaWeb",NA,"N","AmphiBIO","N",NA,NA,0.458,0.625,"0.875","0.125",NA,NA,NA,0.134804753820034,0.00529319431854642,25.4675618742546,0.0249844449112899,0.0675483431002262,0.202061164539841
