"intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2","experienced_var_mean","experienced_var_max","ARR","std.error","statistic","p.value","conf.low","conf.high"
836,"Esox masquinongy","Esox","masquinongy","Chordata","Teleostei","Esociformes","Esocidae",NA,"Beitinger et al. 2000","Comte","Esox masquinongy_42.184965_-79.430775",25,42.184965,-79.430775,"inferred","Esox","masquinongy","wild strain from Prendergast Point Hatchery, Chautauqua Lake, New York, United States",NA,36.1,"tmax",1.28,"SD",6,"critical","LOE","1",NA,NA,NA,NA,NA,NA,"hatchery takes from from Chautauqua Lake (Hassan, K.C. & J.R. Spotila. 1976. The effect of acclimation on the temperature tolerance of young muskellunge fry. pp. 136–140. In: G.W. Esch & R.W. McFarlane (ed.) Thermal Ecology II, Nat. Tech. Inform. Serv., Springfield.)",NA,NA,"Freshwater",NA,"days",NA,"1825","AnAge","1460","AnAge",NA,"1-10","MOVEMENT: reproductive site fidelity in 55% to 93% of captured fish but others moved between sites within lakes+ sites were from ~1-10km apart (https://doi.org/10.1080/02755947.2011.590118) LARVAE: ""spawning occurs in water less than 1 metre deep in heavily vegetated flooded areas. Eggs sink and stick to bottom or vegetation"" (IUCN Red List) larvae not exposed to large current  MIGRATION: may migrate 40km between spawning and non-spawning (NatureServe Explorer)",NA,183,"TL male/unsexed -fishbase","95","TL male/unsexed -fishbase","95","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.39-4.43","surface area of home range from 39-443 ha using minimum convex polygon method (https://doi.org/10.1007/BF00842978)",10950,"19 typical+ 30 years max (fishbase + ADW)",NA,"N",NA,NA,NA,NA,"","",9.35556147979466,9.43629428522475,0.121165644171779,0.0434154748784153,2.79084000603708,0.107988445927196,-0.0656360673272035,0.307967355670762
2143,"Pimephales promelas","Pimephales","promelas","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Beitinger et al. 2000","Comte","Pimephales promelas_33.157701_-97.005377",21,33.157701,-97.005377,"inferred","Pimephales","promelas","wild from local fish hatchery in Denton, Texas",NA,35.1,"tmax",1.15,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"60","AnAge","60","AnAge",NA,"1-10","MOVEMENT: movement of 3 km (Schlosser+ I. J. 1995. Dispersal+ boundary processes+ and trophic-level interactions in streams adjacent to beaver ponds. Ecology 76(3):908-925.) LARVAE: eggs guarded and laid in still water (NatureServe Explorer)",NA,10.1,"TL male/unsexed -fishbase","7.3","TL male/unsexed -fishbase","7.3","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","During periods of high stream discharge+ fathead minnows showed downstream movement in a small Minnesota stream - stream was 3 km (Schlosser 1995). - Schlosser+ I. J. 1995. Dispersal+ boundary processes+ and trophic-level interactions in streams adjacent to beaver ponds. Ecology 76(3):908-925.",NA,NA,NA,"Joanne/Nikki","unk",NA,1825,"maximum longevity is apparently 2-3 years+ 5 years on fishbase (Schlosser and Ebel 1989) - Schlosser+ I. J. and K. K. Ebel. 1989. Effects of flow regime and cyprinid predation on a headwater stream. Ecol. Monogr. 59(1):41-57.",NA,"N",NA,NA,NA,NA,"","",4.70802480666019,7.0979236240259,NA,NA,NA,NA,NA,NA
2146,"Planiliza subviridis","Planiliza","subviridis","Chordata","Actinopterygii","Mugiliformes","Mugilidae",NA,"Rajaguru 2002","Comte","Planiliza subviridis_11.49_79.76",28,11.49,79.76,"","Chelon","subviridis","Vellar Brackish Tamil Nadu India",NA,38.75,"tmax",0.18,"SD",10,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,"365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","Y","10-100","LARVAE: PLD 20 days; development of all fins by 20 days (10.3329/bjz.v42i1.23344)",NA,40,"SL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","classified as non-catadromous (https://doi.org/10.1016/j.ecss.2012.04.023)",NA,NA,"leaves estuary to spawn at sea after age 2 - distance travelled not found and classified as non-catadromous so likely less than 10km (https://pdfs.semanticscholar.org/85a3/dce469fe7fb135744508d8dd584bfd248b9c.pdf)","Nikki","unk",NA,2190,"6 years max (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","alternative taxonomic name used for research (Liza subviridis)","N",NA,NA,NA,NA,"","",1.11602344969314,1.19332863084687,NA,NA,NA,NA,NA,NA
2147,"Planiliza subviridis","Planiliza","subviridis","Chordata","Actinopterygii","Mugiliformes","Mugilidae",NA,"Rajaguru 2002","Comte","Planiliza subviridis_11.49_79.76",28,11.49,79.76,"","Chelon","subviridis","Vellar Brackish Tamil Nadu India",NA,43.75,"tmax",NA,"SD",10,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,"365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","Y","10-100","LARVAE: PLD 20 days; development of all fins by 20 days (10.3329/bjz.v42i1.23344)",NA,40,"SL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","classified as non-catadromous (https://doi.org/10.1016/j.ecss.2012.04.023)",NA,NA,"leaves estuary to spawn at sea after age 2 - distance travelled not found and classified as non-catadromous so likely less than 10km (https://pdfs.semanticscholar.org/85a3/dce469fe7fb135744508d8dd584bfd248b9c.pdf)","Nikki","unk",NA,2190,"6 years max (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","alternative taxonomic name used for research (Liza subviridis)","N",NA,NA,NA,NA,"","",1.11602344969314,1.19332863084687,NA,NA,NA,NA,NA,NA
2148,"Planiliza subviridis","Planiliza","subviridis","Chordata","Actinopterygii","Mugiliformes","Mugilidae",NA,"Rajaguru 2002","Comte","Planiliza subviridis_11.49_79.76",28,11.49,79.76,"","Chelon","subviridis","Vellar Brackish Tamil Nadu India",NA,44.5,"tmax",NA,"SD",10,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,"365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","Y","10-100","LARVAE: PLD 20 days; development of all fins by 20 days (10.3329/bjz.v42i1.23344)",NA,40,"SL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","classified as non-catadromous (https://doi.org/10.1016/j.ecss.2012.04.023)",NA,NA,"leaves estuary to spawn at sea after age 2 - distance travelled not found and classified as non-catadromous so likely less than 10km (https://pdfs.semanticscholar.org/85a3/dce469fe7fb135744508d8dd584bfd248b9c.pdf)","Nikki","unk",NA,2190,"6 years max (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","alternative taxonomic name used for research (Liza subviridis)","N",NA,NA,NA,NA,"","",1.11602344969314,1.19332863084687,NA,NA,NA,NA,NA,NA
2149,"Planiliza subviridis","Planiliza","subviridis","Chordata","Actinopterygii","Mugiliformes","Mugilidae",NA,"Menasveta 1981","Comte","Planiliza subviridis_13.21_100.93",22.5,13.21,100.93,"","Chelon","subviridis","Coastal area Bang Pra Cholburi Province Thailand",10,36,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","10","days",NA,"365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","Y","10-100","LARVAE: PLD 20 days; development of all fins by 20 days (10.3329/bjz.v42i1.23344)",NA,40,"SL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","classified as non-catadromous (https://doi.org/10.1016/j.ecss.2012.04.023)",NA,NA,"leaves estuary to spawn at sea after age 2 - distance travelled not found and classified as non-catadromous so likely less than 10km (https://pdfs.semanticscholar.org/85a3/dce469fe7fb135744508d8dd584bfd248b9c.pdf)","Nikki","unk",NA,2190,"6 years max (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","alternative taxonomic name used for research (Liza subviridis)","N",NA,NA,NA,NA,"","",1.21085856214807,1.32631382956324,0.326873048907389,0.296737924463267,1.1015546782523,0.33248192042571,-0.497003508995202,1.15074960680998
2150,"Planiliza subviridis","Planiliza","subviridis","Chordata","Actinopterygii","Mugiliformes","Mugilidae",NA,"Menasveta 1981","Comte","Planiliza subviridis_13.21_100.93",24.7,13.21,100.93,"","Chelon","subviridis","Coastal area Bang Pra Cholburi Province Thailand",10,37,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","10","days",NA,"365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","Y","10-100","LARVAE: PLD 20 days; development of all fins by 20 days (10.3329/bjz.v42i1.23344)",NA,40,"SL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","classified as non-catadromous (https://doi.org/10.1016/j.ecss.2012.04.023)",NA,NA,"leaves estuary to spawn at sea after age 2 - distance travelled not found and classified as non-catadromous so likely less than 10km (https://pdfs.semanticscholar.org/85a3/dce469fe7fb135744508d8dd584bfd248b9c.pdf)","Nikki","unk",NA,2190,"6 years max (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","alternative taxonomic name used for research (Liza subviridis)","N",NA,NA,NA,NA,"","",1.21085856214807,1.32631382956324,0.326873048907389,0.296737924463267,1.1015546782523,0.33248192042571,-0.497003508995202,1.15074960680998
2151,"Planiliza subviridis","Planiliza","subviridis","Chordata","Actinopterygii","Mugiliformes","Mugilidae",NA,"Menasveta 1981","Comte","Planiliza subviridis_13.21_100.93",29.5,13.21,100.93,"","Chelon","subviridis","Coastal area Bang Pra Cholburi Province Thailand",10,37.5,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","10","days",NA,"365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","Y","10-100","LARVAE: PLD 20 days; development of all fins by 20 days (10.3329/bjz.v42i1.23344)",NA,40,"SL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","classified as non-catadromous (https://doi.org/10.1016/j.ecss.2012.04.023)",NA,NA,"leaves estuary to spawn at sea after age 2 - distance travelled not found and classified as non-catadromous so likely less than 10km (https://pdfs.semanticscholar.org/85a3/dce469fe7fb135744508d8dd584bfd248b9c.pdf)","Nikki","unk",NA,2190,"6 years max (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","alternative taxonomic name used for research (Liza subviridis)","N",NA,NA,NA,NA,"","",1.21085856214807,1.32631382956324,0.326873048907389,0.296737924463267,1.1015546782523,0.33248192042571,-0.497003508995202,1.15074960680998
2152,"Planiliza subviridis","Planiliza","subviridis","Chordata","Actinopterygii","Mugiliformes","Mugilidae",NA,"Menasveta 1981","Comte","Planiliza subviridis_13.21_100.93",22.5,13.21,100.93,"","Chelon","subviridis","Coastal area Bang Pra Cholburi Province Thailand",10,38.8,"tmax",NA,"SD",NA,"critical","LOE","0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","10","days",NA,"365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","Y","10-100","LARVAE: PLD 20 days; development of all fins by 20 days (10.3329/bjz.v42i1.23344)",NA,40,"SL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","classified as non-catadromous (https://doi.org/10.1016/j.ecss.2012.04.023)",NA,NA,"leaves estuary to spawn at sea after age 2 - distance travelled not found and classified as non-catadromous so likely less than 10km (https://pdfs.semanticscholar.org/85a3/dce469fe7fb135744508d8dd584bfd248b9c.pdf)","Nikki","unk",NA,2190,"6 years max (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","alternative taxonomic name used for research (Liza subviridis)","N",NA,NA,NA,NA,"","",1.21085856214807,1.32631382956324,0.326873048907389,0.296737924463267,1.1015546782523,0.33248192042571,-0.497003508995202,1.15074960680998
2153,"Planiliza subviridis","Planiliza","subviridis","Chordata","Actinopterygii","Mugiliformes","Mugilidae",NA,"Menasveta 1981","Comte","Planiliza subviridis_13.21_100.93",24.7,13.21,100.93,"","Chelon","subviridis","Coastal area Bang Pra Cholburi Province Thailand",10,39.8,"tmax",NA,"SD",NA,"critical","LOE","0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","10","days",NA,"365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","Y","10-100","LARVAE: PLD 20 days; development of all fins by 20 days (10.3329/bjz.v42i1.23344)",NA,40,"SL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","classified as non-catadromous (https://doi.org/10.1016/j.ecss.2012.04.023)",NA,NA,"leaves estuary to spawn at sea after age 2 - distance travelled not found and classified as non-catadromous so likely less than 10km (https://pdfs.semanticscholar.org/85a3/dce469fe7fb135744508d8dd584bfd248b9c.pdf)","Nikki","unk",NA,2190,"6 years max (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","alternative taxonomic name used for research (Liza subviridis)","N",NA,NA,NA,NA,"","",1.21085856214807,1.32631382956324,0.326873048907389,0.296737924463267,1.1015546782523,0.33248192042571,-0.497003508995202,1.15074960680998
2154,"Planiliza subviridis","Planiliza","subviridis","Chordata","Actinopterygii","Mugiliformes","Mugilidae",NA,"Menasveta 1981","Comte","Planiliza subviridis_13.21_100.93",29.5,13.21,100.93,"","Chelon","subviridis","Coastal area Bang Pra Cholburi Province Thailand",10,42,"tmax",NA,"SD",NA,"critical","LOE","0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","10","days",NA,"365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","365","1 year (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","Y","10-100","LARVAE: PLD 20 days; development of all fins by 20 days (10.3329/bjz.v42i1.23344)",NA,40,"SL male/unsexed -fishbase","25","TL male/unsexed -fishbase","25","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","classified as non-catadromous (https://doi.org/10.1016/j.ecss.2012.04.023)",NA,NA,"leaves estuary to spawn at sea after age 2 - distance travelled not found and classified as non-catadromous so likely less than 10km (https://pdfs.semanticscholar.org/85a3/dce469fe7fb135744508d8dd584bfd248b9c.pdf)","Nikki","unk",NA,2190,"6 years max (Alâ€êDaham+ N. K.+ & Wahab+ N. K. (1991). Age+ growth and reproduction of the greenback mullet+ Liza subviridis (Valenciennes)+ in an estuary in Southern Iraq. Journal of Fish Biology+ 38(1)+ 81-88.)","alternative taxonomic name used for research (Liza subviridis)","N",NA,NA,NA,NA,"","",1.21085856214807,1.32631382956324,0.326873048907389,0.296737924463267,1.1015546782523,0.33248192042571,-0.497003508995202,1.15074960680998
